날짜,리뷰
2021.08.03,사진과 같이 이쁘고 수납공간도 전 이정도면 충분한거같네요
2021.08.03,"가격도 싸고 수납공간도 널널해서 노트북,책 모두 들어갈거같네요"
2021.08.03,"수납공간은 하나로 퉁쳐져있어서

뭔가 많이 담으려는 사람에게는 비추에요

가볍게 들고 다니기엔 강추"
2021.08.02,무게도 적당하고 꽤 많이 들어가는 거 같아서 만족해요
2021.07.31,색상이 너무 예뻐요 그리고 다른제품과 코디하기 좋아요!
2021.07.30,"가성비 굿 아이템 입니다. 수납공간이 많진 않지만, 그래도 노트북도 들어가고 괜찮습니다"
2021.07.29,"여친이랑 커플로 맞춘건데 너무 만족해요
추천함"
2021.07.28,살짝 작지만 모든 룩에 다 잘 어울리고 엄청 예쁩니당
2021.07.27,"편하게 아무때나 들고다니기 좋아요
수납이 크진 않지만 적당해서 노트북에 책 몇 개는 갖고 다닐수 있어요"
2021.07.25,그냥 무난하고 수납공간도 넉넉해요 가격도 괜찮게 산듯 해요
2021.07.24,너무 애가 쁘억쁘억하고 어깨끈? 가방끈? 이 너무 두꺼워서 좀 불편.. 그래더 이뻐서 들고다여영
2021.07.23,생각 보다 크기가 작고 아담합니다 원래 원해서 만족합니다
2021.07.22,사진상으로 작아보였는데 받아보니 많이 크지는 않지만 학교가방으로 적당해요
2021.07.21,수납 공간이 없어서 가볍게 들기 좋아요! 딱 기본적인 가방입니다
2021.07.18,친구 생일선물로 사줬는데 엄청 좋아해요!! 배송도 빨라서 좋았어요 ㅎㅎ
2021.07.15,가방이 그렇게 크지는 않은데 아주 맘에드는군요
2021.07.13,사이즈 딱이뻐요. 가까운여행갈때 딱이에요 강츄
2021.07.13,전역한 군대 동기한테 사줬는데 잘어울린다고 좋아해요 다행이에요
2021.07.11,가방 안에 수납공간이 없어서 아쉽지만 들고다니기 좋은 가방
2021.07.11,싼값에 이것저것 수납가능한 가방을 찾고 있었는데 싼만큼 따로 분리된 수납공간은 없지만 꽉 우겨넣으면 생각보다 많이 들어가요! 저는 원래 쓰던 가방이 있었는데 등쪽에 쿠션?같은 구멍난 곳 때문에 옷에 부푸러기가 생겨서 안쓰고 있었는데 이 가방는 등쪽이 매끈해서 좋았어요!
2021.07.10,예뻐요 사이즈 그렇게 안작고 책도 많이 들어가서 좋아요
2021.07.08,사이즈는 모델샷보다 작게 느껴지니 실측 사이즈 확인하시고 사세요~!
2021.07.08,사이즈 적당하고 가벼워요 수납공간이 적은 게 흠이지만 알고 구매해서 상관 없어요
2021.07.07,크기가 큰편은 아니에요. 수납도 많지는 않지만 간단히 책 넣어다니기에 괜찮아요.
2021.07.07,"배송도 빠르고 제품도
잘사용하고있습니다 굳굳"
2021.07.07,"노트북이랑 패드 두개 다 잘 들어가고 좋아요!
다 넣고 전공책 넣을 자리도 넉넉해용
근데 보부상처럼 이것저것 넣으려면 작을 것 같긴한데,그래도 너무 거북이 등딱지처럼 안크고 좋아요"
2021.07.06,키가 작은 편이라 저에겐 적당한 크기이고 작아도 들어갈 건 다 들어가서 좋네여
2021.07.06,칼하트 엄청 조ㅎ아하는데 가방 정말 심플하니 이쁘ㅂ니다 근데 주변에 겁나 많윰
2021.07.05,가방이 너무 귀여워요 백팩 중에서 제일 귀여운 것 같아요
2021.07.05,사이즈가 막 크지도 않고 작지도 않아서 데일리로 편하게 이용할 수 있습니당
2021.07.05,"남자가매기엔 쪼오꼼 작은데
그래도 무난하게 괜찮아요"
2021.07.01,학원 다닐 때 매기에 딱 좋아요! 살짝 공간이 적긴한데 그래도 이뻐요
2021.07.01,생각 보다 작지만 가성비 가방으로 아주 좋습니다
2021.07.01,존예텡텡 정말 데일리로 매고 다니기 좋아용 굳굳
2021.06.29,생각보다 아담합니다. 수납공간이 좀 적은게 아쉽네요.
2021.06.29,가볍고 작고 뚝 떨어지는게 너무 좋았어요 수납공간은 두개
2021.06.23,"가방이 뻣뻣해서 각은 잘 잡히나, 안쪽 주머니가 하나도 없어요. 지퍼도 반쪽까지만 열려서 조금 답답한 느낌입니다."
2021.06.22,가방이 큰편은 아니라 그냥 적당히 책 들고다니기 좋은거같아요
2021.06.22,칼하트답게 심플하면서 빈티디한 느낌이 살아있어요
2021.06.22,"친구 선물로 줬는데 좋아하네요 ????
다음엔 제가 사려구요"
2021.06.21,가방이 이뻐서 어떤 옷이든 매칭이 잘되요 가볍게 입고 나갈때 매면 좋아요
2021.06.21,ㅜㅜ넘 조아요 평범한데 먼가 귀엽고..그냥 딱 원하던 가방
2021.06.18,고심끝에 산건데 출퇴근용 등하교용 가방으로 좋네용
2021.06.18,가방 가볍고 크기도 적당해서 좋은데 지퍼가 잘 안잠기는게 조금 불편해요 가방 안쪽에는 주머니가 따로 없긴한데 그래도 무난해서 잘 쓰고있어요 색도 물빠진 검정이 아니라 선명한 검정색이라 어떤 코디든 무난하게 잘어울려요
2021.06.18,무난하고 어디든지 잘 어울려서 코디하기 편해요
2021.06.14,샀는데 아직 제대로 들고나가질 않아서 각이 너무 집혀있어여 너무 새가방너낌
2021.06.14,크기도 적당하고 디자인이 깔끔하고 심플해서 어디든 잘 어울려요
2021.06.14,완전 무난하고 도서관같은 곳 막 들고다니기 딱입니다
2021.06.13,가방 되게 튼튼한 것 같아요 주머니 좀만 더 있었으면 좋았을텐데 그래도 좋아요
2021.06.12,16인치 노트북 거뜬하게 들어가고 디자인도 무난 합니다! 엄청 많은 양이 들어갈거 같지는 않아요 전공책 2-3권 정도는 들어갈거 같네요!
2021.06.11,"화면상으로볼땐작아보엿는데

실제로 보고 하니 가방이크더라구요

만족합니다^^"
2021.06.10,수납공간이 좀 부족한점이 아쉽고 하지만 이쁩니다!
2021.06.08,백팩의 역할로 최고입니다 기본템으로 딱이에요
2021.06.08,맨날 메고 다닙니다 꿋 개꿋 개꿀 휘뚜루마뚜루 휘릭
2021.06.07,가방이 확실히 튼튼해보이네요 만족합니다 디자인도 이쁘고 후회없어요
2021.06.07,"선물해주려구 구매했는데
배송도 빠르게 잘 왔어요
마음에 들어해서 다행이에요"
2021.06.07,무난하니 잘 매고 다닙니다 처음엔 좀 각져있어서 민망한데 풀리면 좋아요
2021.06.06,"와 진짜 너무 예쁘고 편해서 거의 매일 매고 다녀요.
많이 넣어도 별로 무겁지도 않고 그냥 편하게 들고다니기 좋아요!!!!!"
2021.06.05,학교 들고 다닐려고 샀는ㄷㅔ 아주 무난하고 좋은것 같아요 굿이네요
2021.06.05,일반 백팩보단 작은데 그래도 실용성은 좋아요 자주 들고 다닐것같네요
2021.06.05,쓰고있는 가방이 너무 무거워서 샀는데 완전 만족해요!! 이뻐여
2021.06.04,백팩 중에 심플하고 무난하게 맬 수 있는 가방인 것 같아요!!
2021.06.03,생각보다 작아서 조금 그렇긴한데 길들이면 괜찮을것 같음
2021.06.02,"쓰던 가방끈이 떨어져서 새로 샀는데, 마음에 듭니다 잘 쓸게요"
2021.06.01,"심플하고 귀여워요!
내구성이나 디자인 괜찮고
처음에는 지퍼가 좀 ㅃㅃ한데
쓰다보면 괜찮을거 같아요!"
2021.05.31,"생각보다 작아서 놀랏지만, 뭐 디자인이 이쁘니까 좋음"
2021.05.30,색깔도 화면이랑 똑같고 수납공간도 넓고 편하고 예뻐용!!!
2021.05.26,좋습니다 무난하게 매고 다니긴 아주 좋아요 가벼워요
2021.05.24,가방이 크지는 않아서 수납공간은 작지만 메고 다니기 편해요^^
2021.05.23,너무좋아요 생각보다 수갑공간도 널널한거 같고 튼튼해요
2021.05.22,"저는 이 가벼움이 최고라고 생각해요^^
큰 가방이 필요해서 비바스튜디오 백팩을 샀었는데.. 커서 좋긴 한데 무겁더라고요??
칼하트는 평소 적당한 양의 짐을 들고다닐 때 너무 좋고요 가방이 가벼워서 좋아요.
다만 가방 안의 다양한 수납 공간이 별로 없다는 점이 좀 아쉽고... 처음 받아서 꺼냈을 때 가방이 너무 빳빳해서 지퍼가 잘 안열린다는거 ㅠ많이 길들여야겠어요"
2021.05.19,수납공간이 조금 아쉽긴한데 가볍고 무엇보다 완전 귀여워요~.~♡
2021.05.18,생각보다 작아서 아쉬움 가방이라 실측으로는 예측하기 힘들긴 함
2021.05.17,덩치가 조금 있으신 분들에게는 작을수도 있을것 같아요!
2021.05.15,가방 사이즈 적당하고 학원 갈 때 가볍게 들기 좋아요 원단 탄탄하고 좋아용
2021.05.14,예쁘네요!!! 어디에나 잘 어울려서 좋아요~ 사진이랑 똑같습니다
2021.05.13,가방 너무 예쁩니다 감성이에요 자주 매고다닙니다
2021.05.13,이쁘고 좋긴 해요 다만 가방 재질이랑 지퍼가 너무 퍽퍽해서 쓸리면 아픕니다
2021.05.11,가방 좀 작긴 한데 저는 많이 안들고다녀서 적당하게 느껴져요!
2021.05.11,생각보다 수납공간이 없긴한데 깔끔하고 디자인도 무난해서 자주들고 다닐것같아요
2021.05.10,사진보다 조금 작아요.너비2cm만 컸으면 유용할듯.중학생168cm 여학생이 학원가방으로 조금 모자란듯 하면서도 적당해요
2021.05.10,저한테 잘 맞는 가방인거 같아요 첨에 받았을 때 너무 각 잡혀 있어서 피는게 힘들었어요
2021.05.06,큰 백팩이라기 보다는 데일리하게 책 2~3권 정도 들고 다니기 좋은 거 같아요 디자인은 기깔나게 예쁘니 고민할 필요는 없을 거 같아여
2021.05.06,가볍고 평상시 메고다니기 좋아요 글구 엄청 탄탄해요
2021.05.04,예뻐서 맘에들고요 생각보다 가방에 많은물건이 들어갑니다ㅎㅎ
2021.05.03,백팩이 필요해서 구매했는데 수납공간도 넉넉하니 좋아요~
2021.05.03,처음에는 지퍼라던지 조금 딱딱해서 여닫기 불편했는데 쓰다보니까 익숙해지고 디자인도 이뻐서 좋아요
2021.05.01,"역시 믿고 사는 칼하트임미다
너무 예뿌네요홍홍~"
2021.04.30,불필요한 수납공간들은 없고 평소에 가지고 다니느 텀블러와 책들이 들어가는 수납공간이 매우 좋음
2021.04.29,생각보다 뻣뻣한 재질이에요. 물건을 넣었을때 모양이 틀어지지 않는건 좋은데 지퍼를 여닫는데 살짝 불편하긴 했습니다. 그래도 디자인도 이쁘고 크기도 커서 잘 사용하고있습니다
2021.04.27,"그냥 이쁜 디자인으로만 샀어요
여러분들도 그냥 실용적이기 보단 간단하게 그냥 사용하시는게 좋겠ㄴㅔ요"
2021.04.24,아들이 마음에 들어 하네요 가격도 저렴하게 잘 구매한 것 같습니다
2021.04.24,사이즈 적당하고 가볍고 각잡혀서 디자인도 이쁘고 편하게 잘 쓰고 있습니다.
2021.04.23,크기도 적당하고 무난해서 어디서나 들고다니기 좋음
2021.04.23,"가방 폭이 크지않아서 좋아요
요즘 가방들 다 거북이마냥 등딱지 느낌인데
이건 정말 심플해서 딱인듯"
2021.04.18,솔직히 이런 심플한 디자인에 4만원이 넘는 건 좀 비싸다고 보지만 그래도 잘 사용하고 있어서 만족합니다
2021.04.17,심플해서 아무옷이나 무난해요 수납공간이 많다 ~는 아니지만 많이 들어가요 추천
2021.04.17,가방 탄탄하고 예뻐요. (트레이드 시리즈 백팩 블랙)
2021.04.16,기본가방으로 추천해요 다만 처음에 조금 빳빳합니다
2021.04.16,들고다니는 사람이 생각보다 별로 없어서 좋아요.
2021.04.15,좋은가격에 좋은상품 잘 산거같아요 디자인이 마음에 들어요
2021.04.14,일상생활에서 가볍게 들고 다니기 좋은 가방인거 같아요!
2021.04.14,"수납 공간 적긴한데 작고 예뻐요!
대학생 가방으로 딱!"
2021.04.13,가볍게 들고 다니기 좋아요 가격도 싸고 가성비 좋아요
2021.04.12,어디에나 무난하게 잘 어울리고 수납공간도 생각보다 더 넉넉했어요!
2021.04.12,심플하고 크기도 제가 원하던 크기라 휘뚜루마뚜루 들고 다니기 좋아요!
2021.04.11,요새 칼하트 디자인이 너무 끌려서 샀어요 크지도 않고 작지도 않고 아이패드나 노트북 넣고다니기 좋아요 전에 쓰던 백팩은 옷 스타일에 제약이 많았는데 이건 크게 구애받지 않을거같아요!지퍼가 좀 열기 힘든데 이건 쓰다보면 나아질거같아요
2021.04.11,정말 가볍고 수납공간도 적지 않아서 쓸만한 가방입니당
2021.04.10,큰 가방을 선호하지 않아서 샀는데 적당하네요! 가방에 노트북 아이패드 헤드셋정도넣고 다니니까 좋아요
2021.04.10,적당한싸이즈에 아이가 스스로고르고 받고나서 너무좋아합니다
2021.04.09,가방 작아보여서 걱정했는데 15인치 노트북도 잘들어가요! 넉넉해요
2021.04.09,사이즈도 적당하고 조금빡빡 한데 매고 다니다 보면 괜찮을거 같아요
2021.04.08,수납공간이 큰거하나 앞에 하나해서 총2개 밖에 없어서 아쉽지만 디자인이 넘 예뻐서 샀습니다 만족!
2021.04.08,무난한 가방 필요해서 샀눈데 딱이네요 질도 좋아요
2021.04.08,딱 기본가방같구 생각보다 잘안되서 지퍼가..좀 많이 써야 될거같아요 !!가격대비 괜찮아여
2021.04.06,"가방크기는 적당한데 수납공간이 조금 작고
지퍼열기가 좀 불편하네요"
2021.04.06,기본템으로 딱인 것 같아요 생각보다 얇긴 한데 튼튼한 편이에요
2021.04.05,그냥 딱 무난하고 예뻐요 일반 백팩보다 약간 작은 감이 없지는 않은데 예뻐서 괜찮습니다!
2021.04.05,바닥에 고정해주는게 없어서 무거운거 넣으면 축 처져요.
2021.04.05,친구 선물해줬는데 가볍고 사진이랑 똑같아요 ! 이쁩니다
2021.04.05,어디가든 무난하게 쓰기 편한 백팩같아요 무난합니다 ㅎㅎ
2021.04.05,"원래 갖고 있던 가방이 찢어져서 구매했는데
엄청난 보부상인데도 가방이 튼튼해요!!"
2021.04.03,베이직하고 좋네요!! 근데 가방안에 조금 더 수납성이있었으면 좋았을거같아요ㅠㅠ
2021.04.01,"요즘 맨날매요
사실 받은지 아직 이틀밖에 안됐어요"
2021.03.31,노트북도 잘 들어가고 의외로 수납공간이 커요. 다만 아쉬운 건 지퍼가 말을 좀 안 들어요
2021.03.30,가볍고 그냥 휘뚜루마뚜루 들고다니기 좋아요 지퍼가 좀 부드럽지 않긴해요 ㅠㅠ
2021.03.30,칼하트늘 처음써보는데 수납도좋고 들고다니좋고 코디도좋아요
2021.03.27,간편하게 쓰기 좋구요 17인치 노트북도 들어갑니다
2021.03.27,딱 깔끔해서 이뻐용 무난무난하게 매고 다닐만합니다 칼하트 로고가 뽀인트
2021.03.26,이쁘고 실용성 좋고 너 다 해라! 싸고 좋은 물건 잘 얻어 갑니당
2021.03.25,너무 조타.!.! 가볍게 쓰기좋고 깔끔해서 이쁘기도 하당..!! 나처럼!
2021.03.23,수납공간 넓어서 좋아요 끈 조절이 조금 어렵긴한데 그래도 좋아용
2021.03.20,화면과 똑같아요 크기 적당합니다 15인치 노트북 들어가요
2021.03.19,백팩이 없어서 저렴한 가격대에 사봤는데 좋아요 생각보다 작지 않고 무난하고 좋습니다
2021.03.19,저렴하게 막 들 가방 구하고 있었는데 매우 잘 산거같네요 !
2021.03.19,가볍고 심플해서 좋아요 도서관갈때 메려고 샀어영
2021.03.17,무난하게 깔끔한 디자인에 넉넉한 수납공간까지 있어요
2021.03.16,가방도 가볍고 가격도 적당하고 휘뚜루마뚜루 들고다니기 좋을것같아여!
2021.03.16,처음에 조금 거친데 쓰다보니까 괜찮네여 학교 갈때 씀
